Name,Brand,Category,SubCategory,Price,DiscountedPrice,Discount_Amount,Discount_Pct,Price_Band,Qty_Value,Qty_Unit,Standard_Qty,Origin,BreadCrumbs
Welspun Bath Towel 450 GSM - Brown,Welspun,Home & Kitchen,Bed & Bath,465.0,399.0,66.0,14.19,Upper-Mid (300-700),11250.0,cm,,Not Specified,Home & Kitchen > Bed & Bath
Welspun Bath Towel 450 GSM - Cobalt Blue,Welspun,Home & Kitchen,Bed & Bath,465.0,399.0,66.0,14.19,Upper-Mid (300-700),11250.0,cm,,Not Specified,Home & Kitchen > Bed & Bath
Welspun Hand Towel 450 GSM - Magenta,Welspun,Home & Kitchen,Bed & Bath,115.0,99.0,16.0,13.91,Budget (<100),2400.0,cm,,Not Specified,Home & Kitchen > Bed & Bath
Welspun Hand Towel 450 GSM - Cobalt Blue,Welspun,Home & Kitchen,Bed & Bath,115.0,99.0,16.0,13.91,Budget (<100),2400.0,cm,,Not Specified,Home & Kitchen > Bed & Bath
Welspun Hand Towel 450 GSM - Cream,Welspun,Home & Kitchen,Bed & Bath,115.0,99.0,16.0,13.91,Budget (<100),2400.0,cm,,Not Specified,Home & Kitchen > Bed & Bath
Welspun Bath Towel 450 GSM - Cream,Welspun,Home & Kitchen,Bed & Bath,465.0,399.0,66.0,14.19,Upper-Mid (300-700),11250.0,cm,,Not Specified,Home & Kitchen > Bed & Bath
Trident CF Hand Towel 380 GSM - Tango Tomato - 40x60 cm,Trident,Home & Kitchen,Bed & Bath,399.0,149.0,250.0,62.66,Mid (100-300),,,,Not Specified,Home & Kitchen > Bed & Bath
Disposable Paper Glass - 150 ml,Unbranded/DMart,Tableware,Tableware,75.0,59.0,16.0,21.33,Budget (<100),,,,Not Specified,Tableware
Disposable Paper Glass - 150 ml,Unbranded/DMart,Tableware,Tableware,115.0,90.0,25.0,21.74,Budget (<100),,,,Not Specified,Tableware
Disposable Paper Glass - 150 ml,Unbranded/DMart,Tableware,Tableware,99.0,79.0,20.0,20.2,Budget (<100),,,,Not Specified,Tableware
Disposable Paper Plates - 10 inches,Unbranded/DMart,Tableware,Tableware,139.0,109.0,30.0,21.58,Mid (100-300),,,,Not Specified,Tableware
Disposable Paper Plates - 10 inches,Unbranded/DMart,Tableware,Tableware,90.0,69.0,21.0,23.33,Budget (<100),,,,Not Specified,Tableware
Disposable Paper Plates - 10 inches,Unbranded/DMart,Tableware,Tableware,115.0,89.0,26.0,22.61,Budget (<100),,,,Not Specified,Tableware
Disposable Wooden Spoon - 14 cm,Unbranded/DMart,Tableware,Tableware,69.0,59.0,10.0,14.49,Budget (<100),,,,Not Specified,Tableware
Disposable Bagasse Paper Plates - 17 cms,Unbranded/DMart,Tableware,Tableware,75.0,59.0,16.0,21.33,Budget (<100),,,,Not Specified,Tableware
Disposable Bagasse Paper Plates - 17 cms,Unbranded/DMart,Tableware,Tableware,145.0,109.0,36.0,24.83,Mid (100-300),,,,Not Specified,Tableware
Disposable Bagasse Paper Plates - 17 cms,Unbranded/DMart,Tableware,Tableware,140.0,109.0,31.0,22.14,Mid (100-300),,,,Not Specified,Tableware
Disposable Aluminium Foil Container With Lid - 450 ml,Unbranded/DMart,Tableware,Tableware,65.0,49.0,16.0,24.62,Budget (<100),450.0,ml,450.0,Not Specified,Tableware
Disposable Aluminium Foil Container With Lid - 450 ml,Unbranded/DMart,Tableware,Tableware,89.0,75.0,14.0,15.73,Budget (<100),750.0,ml,750.0,Not Specified,Tableware
Disposable Paper Dona Bowl - 150 ml,Unbranded/DMart,Tableware,Tableware,55.0,45.0,10.0,18.18,Budget (<100),,,,Not Specified,Tableware
Disposable Paper Straw - 6 mm,Unbranded/DMart,Tableware,Tableware,45.0,35.0,10.0,22.22,Budget (<100),,,,Not Specified,Tableware
Disposable Bagasse Bowl - 180 ml,Unbranded/DMart,Tableware,Tableware,75.0,59.0,16.0,21.33,Budget (<100),,,,Not Specified,Tableware
Disposable Wooden Fork - 14 cm,Unbranded/DMart,Tableware,Tableware,69.0,59.0,10.0,14.49,Budget (<100),,,,Not Specified,Tableware
Disposable Paper Glass Riple - 250 ml,Unbranded/DMart,Tableware,Tableware,140.0,109.0,31.0,22.14,Mid (100-300),,,,Not Specified,Tableware
Butterfly Stainless Steel Outer Lid Curve Cooker,Butterfly,Home & Kitchen,Butterfly,4851.0,1999.0,2852.0,58.79,Premium (700+),5.5,litres,,Not Specified,Butterfly
Butterfly Stainless Steel Outer Lid Curve Cooker,Butterfly,Home & Kitchen,Butterfly,3646.0,1599.0,2047.0,56.14,Premium (700+),3.0,litres,,Not Specified,Butterfly
Pigeon Hard Anoised All-In-One Super Pressure Cooker,Pigeon,Home & Kitchen,Cookware & Serveware,3445.0,1859.0,1586.0,46.04,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Pigeon Titanium Hard Anodized Pressure Cooker,Pigeon,Home & Kitchen,Cookware & Serveware,2195.0,1249.0,946.0,43.1,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Pigeon Titanium Hard Anodized Pressure Cooker,Pigeon,Home & Kitchen,Cookware & Serveware,2995.0,1499.0,1496.0,49.95,Premium (700+),5.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Deluxe Alpha Svachh Stainless Steel Pressure Cooker Handi,Prestige,Home & Kitchen,Cookware & Serveware,2830.0,2136.0,694.0,24.52,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Surya Intech Pressure Cooker Combo,Surya,Home & Kitchen,Cookware & Serveware,1800.0,1449.0,351.0,19.5,Premium (700+),3.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Surya Intech Pressure Cooker Combo,Surya,Home & Kitchen,Cookware & Serveware,1150.0,899.0,251.0,21.83,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Svachh Pressure Cooker Hard Anodized,Prestige,Home & Kitchen,Cookware & Serveware,3500.0,2800.0,700.0,20.0,Premium (700+),5.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Deluxe Plus Hard Anodised Pressure Handi Cooker,Prestige,Home & Kitchen,Cookware & Serveware,2640.0,2112.0,528.0,20.0,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Popular Aluminium Pressure Cooker,Prestige,Home & Kitchen,Cookware & Serveware,2100.0,1672.0,428.0,20.38,Premium (700+),5.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Popular Aluminium Pressure Cooker,Prestige,Home & Kitchen,Cookware & Serveware,1640.0,1230.0,410.0,25.0,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Pigeon Favourite Aluminium Pressure Cooker,Pigeon,Home & Kitchen,Cookware & Serveware,2495.0,1199.0,1296.0,51.94,Premium (700+),7.5,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Aluminium Popular Cooker,Prestige,Home & Kitchen,Cookware & Serveware,1380.0,1035.0,345.0,25.0,Premium (700+),2.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Hawkins Contura Hard Anodised Pressure Cooker - CB20,Hawkins,Home & Kitchen,Cookware & Serveware,1950.0,1755.0,195.0,10.0,Premium (700+),2.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Hawkins Classic Pressure Cooker - CL50,Hawkins,Home & Kitchen,Cookware & Serveware,1175.0,1057.0,118.0,10.04,Premium (700+),1.5,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Hawkins Classic Pressure Cooker - CL50,Hawkins,Home & Kitchen,Cookware & Serveware,1275.0,1147.0,128.0,10.04,Premium (700+),2.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Hawkins Classic Pressure Cooker - CL50,Hawkins,Home & Kitchen,Cookware & Serveware,1575.0,1417.0,158.0,10.03,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Hawkins Classic Pressure Cooker - CL50,Hawkins,Home & Kitchen,Cookware & Serveware,1615.0,1453.0,162.0,10.03,Premium (700+),4.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Hawkins Classic Pressure Cooker - CL50,Hawkins,Home & Kitchen,Cookware & Serveware,1950.0,1755.0,195.0,10.0,Premium (700+),5.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Nakshatra Plus Svachh Hard Anodized Handi Cooker,Prestige,Home & Kitchen,Cookware & Serveware,2800.0,2400.0,400.0,14.29,Premium (700+),5.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Hawkins Contura Black Hard Anodised Cooker CB30 : 3 Litres,Hawkins,Home & Kitchen,Cookware & Serveware,2225.0,2002.0,223.0,10.02,Premium (700+),3.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Nakshatra Aluminium Inner Lid Pressure Handi,Prestige,Home & Kitchen,Cookware & Serveware,2130.0,1704.0,426.0,20.0,Premium (700+),5.0,litres,,Not Specified,Home & Kitchen > Cookware & Serveware
Pigeon Storm Non-Stick Induction Base Flat Tawa,Pigeon,Grocery,Specials,995.0,449.0,546.0,54.87,Upper-Mid (300-700),1.0,unit,,Not Specified,Specials
Stainless Steel Idli Maker with Lid,Keyur Kitchenware,Home & Kitchen,Uncategorized,900.0,499.0,401.0,44.56,Upper-Mid (300-700),1.0,unit,,Not Specified,
Anjali Non-Stick Dosa Tawa,Anjali,Home & Kitchen,Cookware & Serveware,785.0,499.0,286.0,36.43,Upper-Mid (300-700),1.0,unit,,India,Home & Kitchen > Cookware & Serveware
Veer Stainless Steel Saucepan & Tope Set,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,449.0,229.0,220.0,49.0,Mid (100-300),2.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Omega Deluxe Granite Dosa Tawa,Prestige,Home & Kitchen,Cookware & Serveware,1390.0,1112.0,278.0,20.0,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Anjali Uttappa Tawa 4 Cavities,Anjali,Home & Kitchen,Cookware & Serveware,815.0,469.0,346.0,42.45,Upper-Mid (300-700),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Shri & Sam Sauce Pan & Tope Stainless Steel Set,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,850.0,279.0,571.0,67.18,Mid (100-300),,,,Not Specified,Home & Kitchen > Cookware & Serveware
Wonderchef Acura Non-stick Cookware Set,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,4000.0,1499.0,2501.0,62.52,Premium (700+),4.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Nidhi Non-Stick Cookware Set,Nidhi,Grocery,Festive Specials,575.0,449.0,126.0,21.91,Upper-Mid (300-700),2.0,unit,,Not Specified,Specials > Festive Specials
Prestige Concave Tava Omega - 280 mm,Prestige,Home & Kitchen,Cookware & Serveware,1210.0,968.0,242.0,20.0,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Keyur Kitchenware Mini Multi Kadai With 5 Plates,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,1810.0,1099.0,711.0,39.28,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Wonderchef Royal Velvet 24 Cm Fry Pan,Wonderchef,Home & Kitchen,Cookware & Serveware,1500.0,799.0,701.0,46.73,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Prestige Omega Omni Tawa - 275 mm,Prestige,Home & Kitchen,Cookware & Serveware,1180.0,944.0,236.0,20.0,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Wonderchef Royal Velvet 24 cm Grill Pan,Wonderchef,Home & Kitchen,Cookware & Serveware,2000.0,999.0,1001.0,50.05,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Wonderchef Royal Velvet 28 Cm Dosa Tawa,Wonderchef,Home & Kitchen,Cookware & Serveware,1800.0,1199.0,601.0,33.39,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Trupti Non-stick Pizza Pan - 22 cm,Trupti,Home & Kitchen,Cookware & Serveware,420.0,349.0,71.0,16.9,Upper-Mid (300-700),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Kitchen Essentials Nonstick Handi Set with Stand,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,1900.0,799.0,1101.0,57.95,Premium (700+),2.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Wonderchef Orchid 24 cm Fry Pan,Wonderchef,Home & Kitchen,Cookware & Serveware,1400.0,449.0,951.0,67.93,Upper-Mid (300-700),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Borosil Glass Lunch Box Round,Borosil,Home & Kitchen,Cookware & Serveware,1215.0,749.0,466.0,38.35,Premium (700+),,,,Not Specified,Home & Kitchen > Cookware & Serveware
Signoraware Compact Lunch Box - Blue,Signoraware,Home & Kitchen,Cookware & Serveware,250.0,199.0,51.0,20.4,Mid (100-300),3.0,containers,,Not Specified,Home & Kitchen > Cookware & Serveware
Vaya Tyffyn Lunch Box - Plain - 600 ml,Vaya Tyffyn,Home & Kitchen,Cookware & Serveware,2490.0,1990.0,500.0,20.08,Premium (700+),1.0,unit,,India,Home & Kitchen > Cookware & Serveware
Vaya Tyffyn Lunch Box - Plain - 1 Litre,Vaya Tyffyn,Home & Kitchen,Cookware & Serveware,3190.0,2590.0,600.0,18.81,Premium (700+),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Dr. Copper Water Bottle,Dr. Copper,Home & Kitchen,Cookware & Serveware,1199.0,999.0,200.0,16.68,Premium (700+),1.0,litre,,India,Home & Kitchen > Cookware & Serveware
Cello Sportigo Water Bottle - Assorted Colours,Cello,Home & Kitchen,Cookware & Serveware,193.0,129.0,64.0,33.16,Mid (100-300),1.0,litre,,Not Specified,Home & Kitchen > Cookware & Serveware
Cello H2O Squaremate Water Bottle - Assorted Colours,Cello,Home & Kitchen,Cookware & Serveware,206.0,149.0,57.0,27.67,Mid (100-300),1.0,litre,,Not Specified,Home & Kitchen > Cookware & Serveware
Nayasa Pineapple PET Bottle - Assorted,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,400.0,229.0,171.0,42.75,Mid (100-300),,,,Not Specified,Home & Kitchen > Cookware & Serveware
Crystal Stainless Steel Silk Water Bottle,Crystal,Home & Kitchen,Cookware & Serveware,460.0,249.0,211.0,45.87,Mid (100-300),1.0,litre,,Not Specified,Home & Kitchen > Cookware & Serveware
Jolly Aqua Cool Water Bottle - Assorted,Jolly,Home & Kitchen,Cookware & Serveware,50.0,39.0,11.0,22.0,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Nayasa Turtle Plastic Bottle,Nayasa,Home & Kitchen,Cookware & Serveware,119.0,59.0,60.0,50.42,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Crystal Stainless Steel Cola Water Bottle,Crystal,Home & Kitchen,Cookware & Serveware,460.0,249.0,211.0,45.87,Mid (100-300),1.0,litre,,Not Specified,Home & Kitchen > Cookware & Serveware
Ski Gym Shaker Bottle - Assorted,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,250.0,99.0,151.0,60.4,Budget (<100),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Nayasa Glacier Plastic Bottle,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,140.0,79.0,61.0,43.57,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Cello Diamond Plastic Bottle,Cello,Home & Kitchen,Cookware & Serveware,139.0,79.0,60.0,43.17,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Lock & Lock Aqua Easy Grip Bottle (1.5 Litres) - KIT059AN,Lock & Lock,Home & Kitchen,Cookware & Serveware,560.0,249.0,311.0,55.54,Mid (100-300),,,,Not Specified,Home & Kitchen > Cookware & Serveware
Aura Water Bottle - Blue,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,60.0,49.0,11.0,18.33,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Milton Prism Plastic Bottle - Assorted,Milton,Home & Kitchen,Cookware & Serveware,180.0,99.0,81.0,45.0,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Milton Thunder Plastic Bottle,Milton,Home & Kitchen,Cookware & Serveware,199.0,99.0,100.0,50.25,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Aura Water Bottle - Green,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,60.0,49.0,11.0,18.33,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Cello Venice Plastic Bottle,Cello,Home & Kitchen,Cookware & Serveware,129.0,99.0,30.0,23.26,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Aura Water Bottle - Grey,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,60.0,49.0,11.0,18.33,Budget (<100),1.0,L,1000.0,Not Specified,Home & Kitchen > Cookware & Serveware
DHomes Plastic PET Bottle - 1.6 Litres - Red,DHomes,Home & Kitchen,Cookware & Serveware,110.0,79.0,31.0,28.18,Budget (<100),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
DHomes Plastic PET Bottle - 1.6 Litres - Blue,DHomes,Home & Kitchen,Cookware & Serveware,110.0,79.0,31.0,28.18,Budget (<100),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Milton Thermosteel Flask,Milton,Home & Kitchen,Cookware & Serveware,1205.0,964.0,241.0,20.0,Premium (700+),1.0,litre,,Not Specified,Home & Kitchen > Cookware & Serveware
Milton Thermosteel Flask,Milton,Home & Kitchen,Cookware & Serveware,810.0,648.0,162.0,20.0,Upper-Mid (300-700),500.0,ml,500.0,Not Specified,Home & Kitchen > Cookware & Serveware
Gokul Stainless Steel Double Wall Tea Cup,Gokul,Home & Kitchen,Cookware & Serveware,715.0,349.0,366.0,51.19,Upper-Mid (300-700),6.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Paras Hot Meal Casserole - 2.4 Litres,Paras,Home & Kitchen,Cookware & Serveware,697.0,249.0,448.0,64.28,Mid (100-300),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Veer Steel Combo Set,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,469.0,299.0,170.0,36.25,Mid (100-300),6.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Gokul Steel Single Wall Ice-Cream Bowl & Spoon,Gokul,Home & Kitchen,Cookware & Serveware,500.0,259.0,241.0,48.2,Mid (100-300),12.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Stainless Steel Tea Time Canister,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,535.0,249.0,286.0,53.46,Mid (100-300),2.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
La Opala Opal Novo Pudding Set,La Opala,Home & Kitchen,Cookware & Serveware,525.0,349.0,176.0,33.52,Upper-Mid (300-700),7.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Pinnacle Picasso Plastic Inner Steel Insulated Casserole,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,830.0,399.0,431.0,51.93,Upper-Mid (300-700),3.0,L,3000.0,Not Specified,Home & Kitchen > Cookware & Serveware
Gokul Stainless Steel Single Wall Fame Tea Cup,Gokul,Home & Kitchen,Cookware & Serveware,375.0,225.0,150.0,40.0,Mid (100-300),6.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Sonic Thermo Casserole (1 Litre + 1.5 Litres),Unbranded/DMart,Home & Kitchen,Cookware & Serveware,675.0,349.0,326.0,48.3,Upper-Mid (300-700),2.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Gokul Stainless Steel Lotus Flower Bowls & Tray,Gokul,Home & Kitchen,Cookware & Serveware,485.0,269.0,216.0,44.54,Mid (100-300),5.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Eco Grace Casserole,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,649.0,229.0,420.0,64.71,Mid (100-300),2.5,L,2500.0,Not Specified,Home & Kitchen > Cookware & Serveware
Joyo Kitchen Cutlery Tray - Ivory,Joyo Plastics,Home & Kitchen,Cookware & Serveware,225.0,125.0,100.0,44.44,Mid (100-300),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Olympic Elite Gold Insulated Casserole,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,509.0,249.0,260.0,51.08,Mid (100-300),1.6,L,1600.0,Not Specified,Home & Kitchen > Cookware & Serveware
Olympic Elite Gold Insulated Casserole,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,746.0,399.0,347.0,46.51,Upper-Mid (300-700),2.5,L,2500.0,Not Specified,Home & Kitchen > Cookware & Serveware
Trupti Stainless Steel Insulated Casserole,Trupti,Home & Kitchen,Cookware & Serveware,549.0,399.0,150.0,27.32,Upper-Mid (300-700),2.2,L,2200.0,Not Specified,Home & Kitchen > Cookware & Serveware
Wooden Spatula,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,80.0,69.0,11.0,13.75,Budget (<100),3.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Stainless Steel Spoon,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,419.0,269.0,150.0,35.8,Mid (100-300),,,,Not Specified,Home & Kitchen > Cookware & Serveware
Anjali Baby Spoon,Anjali,Home & Kitchen,Cookware & Serveware,188.0,129.0,59.0,31.38,Mid (100-300),,,,Not Specified,Home & Kitchen > Cookware & Serveware
Gokul Stainless Steel Cutlery Holder No.4,Gokul,Home & Kitchen,Cookware & Serveware,169.0,99.0,70.0,41.42,Budget (<100),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Anjali Baby Fruit Fork,Anjali,Home & Kitchen,Cookware & Serveware,156.0,119.0,37.0,23.72,Mid (100-300),,,,Not Specified,Home & Kitchen > Cookware & Serveware
Pigeon ESS Non-Stick Gift Set - Red,Pigeon,Home & Kitchen,Uncategorized,2895.0,1359.0,1536.0,53.06,Premium (700+),7.0,pcs,,Not Specified,
Crystal Non-Stick Cookware Set - CNS 897,Crystal,Grocery,Specials,2195.0,899.0,1296.0,59.04,Premium (700+),3.0,pcs,,Not Specified,Specials
Wonderchef Milano Set - Red,Wonderchef,Home & Kitchen,Uncategorized,4200.0,1999.0,2201.0,52.4,Premium (700+),4.0,pcs,,Not Specified,
Nidhi Cookware Non-stick Gift Set,Nidhi,Home & Kitchen,Cookware & Serveware,840.0,699.0,141.0,16.79,Upper-Mid (300-700),3.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Veer Stainless Steel Serving Dish Set,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,319.0,149.0,170.0,53.29,Mid (100-300),4.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Stainless Steel Modak Maker with Glass Lid,Keyur Kitchenware,Grocery,Festive Specials,1280.0,699.0,581.0,45.39,Upper-Mid (300-700),1.0,unit,,Not Specified,Specials > Festive Specials
Anjali Fab Non-Stick Granita Gift Set,Anjali,Grocery,Specials,2995.0,1329.0,1666.0,55.63,Premium (700+),3.0,pcs,,Not Specified,Specials
Gokul Stainless Steel Milk Boiler,Gokul,Home & Kitchen,Cookware & Serveware,600.0,349.0,251.0,41.83,Upper-Mid (300-700),1.0,unit,,Not Specified,Home & Kitchen > Cookware & Serveware
Copper Base Steel Prabhu Chetty Cookware Set,Prabhu,Home & Kitchen,Cookware & Serveware,670.0,549.0,121.0,18.06,Upper-Mid (300-700),5.0,pcs,,India,Home & Kitchen > Cookware & Serveware
Wonderchef Non-Stick Burlington Set : 5 Pieces,Wonderchef,Grocery,Festive Specials,4900.0,2599.0,2301.0,46.96,Premium (700+),5.0,pcs,,Not Specified,Specials > Festive Specials
Yera Dotted Glass Tumbler - 215 ml,Yera,Home & Kitchen,Cookware & Serveware,230.0,99.0,131.0,56.96,Budget (<100),6.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Yera X Series Glass Jar With Lid - 320 ml,Yera,Home & Kitchen,Cookware & Serveware,190.0,109.0,81.0,42.63,Mid (100-300),320.0,ml,320.0,Not Specified,Home & Kitchen > Cookware & Serveware
Dinesmart Stylon Melamine Dinner Set,Dinesmart,Home & Kitchen,Cookware & Serveware,1599.0,549.0,1050.0,65.67,Upper-Mid (300-700),24.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
Yera Glass Tumbler Assorted - 250 ml,Unbranded/DMart,Home & Kitchen,Cookware & Serveware,240.0,159.0,81.0,33.75,Mid (100-300),6.0,pcs,,Not Specified,Home & Kitchen > Cookware & Serveware
La Opala W & L English Lavender Dinner Set,La Opala,Grocery,Festive Specials,1825.0,1199.0,626.0,34.3,Premium (700+),,,,Not Specified,Specials > Festive Specials
